Year;Date;Time;Round;Stadium;City;Country;HomeTeam;HomeGoals;AwayGoals;AwayTeam;WINNER;Observation
1970;07.cze.70; 12:00 ;Group 1;Estadio Azteca;Mexico City ;Mexico;Mexico;4;0;El Salvador;Mexico; 
1970;10.cze.70; 16:00 ;Group 2;Cuauhtemoc;Puebla ;Mexico;Sweden;1;0;Uruguay;Sweden; 
1970;10.cze.70; 16:00 ;Group 4;Nou Camp - Estadio Le???n;Leon ;Mexico;Germany FR;3;1;Peru;Germany FR; 
1970;10.cze.70; 16:00 ;Group 3;Jalisco;Guadalajara ;Mexico;Brazil;3;2;Romania;Brazil; 
1970;10.cze.70; 16:00 ;Group 1;Estadio Azteca;Mexico City ;Mexico;Soviet Union;2;0;El Salvador;Soviet Union; 
1970;11.cze.70; 16:00 ;Group 2;Luis Dosal;Toluca ;Mexico;Italy;0;0;Israel;Israel; 
1970;11.cze.70; 16:00 ;Group 4;Nou Camp - Estadio Le???n;Leon ;Mexico;Bulgaria;1;1;Morocco;Morocco; 
1970;11.cze.70; 16:00 ;Group 3;Jalisco;Guadalajara ;Mexico;England;1;0;Czechoslovakia;England; 
1970;11.cze.70; 16:00 ;Group 1;Estadio Azteca;Mexico City ;Mexico;Mexico;1;0;Belgium;Mexico; 
1970;14.cze.70; 12:00 ;Quarter-finals;Luis Dosal;Toluca ;Mexico;Italy;4;1;Mexico;Italy; 
1970;14.cze.70; 12:00 ;Quarter-finals;Nou Camp - Estadio Le???n;Leon ;Mexico;Germany FR;3;2;England;Germany FR;Germany FR win after extra time 
1970;14.cze.70; 12:00 ;Quarter-finals;Jalisco;Guadalajara ;Mexico;Brazil;4;2;Peru;Brazil; 
1970;14.cze.70; 12:00 ;Quarter-finals;Estadio Azteca;Mexico City ;Mexico;Uruguay;1;0;Soviet Union;Uruguay;Uruguay win after extra time 
1970;17.cze.70; 16:00 ;Semi-finals;Jalisco;Guadalajara ;Mexico;Brazil;3;1;Uruguay;Brazil; 
1970;17.cze.70; 16:00 ;Semi-finals;Estadio Azteca;Mexico City ;Mexico;Italy;4;3;Germany FR;Italy;Italy win after extra time 
1970;20.cze.70; 16:00 ;Match for third place;Estadio Azteca;Mexico City ;Mexico;Germany FR;1;0;Uruguay;Germany FR; 
1970;21.cze.70; 12:00 ;Final;Estadio Azteca;Mexico City ;Mexico;Brazil;4;1;Italy;Brazil; 
1974;13.cze.74; 17:00 ;Group 2;Waldstadion;Frankfurt/Main ;Germany;Brazil;0;0;Yugoslavia;Yugoslavia; 
1974;14.cze.74; 16:00 ;Group 1;Olympiastadion;Berlin West ;Germany;Germany FR;1;0;Chile;Germany FR; 
1974;14.cze.74; 19:30 ;Group 1;Volksparkstadion;Hamburg ;Germany;German DR;2;0;Australia;German DR; 
1974;14.cze.74; 19:30 ;Group 2;Westfalenstadion;Dortmund ;Germany;Zaire;0;2;Scotland;Scotland; 
1974;15.cze.74; 16:00 ;Group 3;Niedersachsenstadion;Hanover ;Germany;Uruguay;0;2;Netherlands;Netherlands; 
1974;15.cze.74; 16:00 ;Group 3;Rheinstadion;D???Sseldorf ;Germany;Sweden;0;0;Bulgaria;Bulgaria; 
1974;15.cze.74; 18:00 ;Group 4;Olympiastadion;Munich ;Germany;Italy;3;1;Haiti;Italy; 
1974;15.cze.74; 18:00 ;Group 4;Neckarstadion;Stuttgart ;Germany;Poland;3;2;Argentina;Poland; 
1974;18.cze.74; 16:00 ;Group 1;Volksparkstadion;Hamburg ;Germany;Australia;0;3;Germany FR;Germany FR; 
1974;18.cze.74; 19:30 ;Group 2;Waldstadion;Frankfurt/Main ;Germany;Scotland;0;0;Brazil;Brazil; 
1974;18.cze.74; 19:30 ;Group 1;Olympiastadion;Berlin West ;Germany;Chile;1;1;German DR;German DR; 
1974;18.cze.74; 19:30 ;Group 2;Parkstadion;Gelsenkirchen ;Germany;Yugoslavia;9;0;Zaire;Yugoslavia; 
1974;19.cze.74; 19:30 ;Group 3;Westfalenstadion;Dortmund ;Germany;Netherlands;0;0;Sweden;Sweden; 
1974;19.cze.74; 19:30 ;Group 3;Niedersachsenstadion;Hanover ;Germany;Bulgaria;1;1;Uruguay;Uruguay; 
1974;19.cze.74; 19:30 ;Group 4;Olympiastadion;Munich ;Germany;Haiti;0;7;Poland;Poland; 
1974;19.cze.74; 19:30 ;Group 4;Neckarstadion;Stuttgart ;Germany;Argentina;1;1;Italy;Italy; 
1974;22.cze.74; 16:00 ;Group 2;Waldstadion;Frankfurt/Main ;Germany;Scotland;1;1;Yugoslavia;Yugoslavia; 
1974;22.cze.74; 16:00 ;Group 1;Olympiastadion;Berlin West ;Germany;Australia;0;0;Chile;Chile; 
1974;22.cze.74; 16:00 ;Group 2;Parkstadion;Gelsenkirchen ;Germany;Zaire;0;3;Brazil;Brazil; 
1974;22.cze.74; 19:30 ;Group 1;Volksparkstadion;Hamburg ;Germany;German DR;1;0;Germany FR;German DR; 
1974;23.cze.74; 16:00 ;Group 3;Westfalenstadion;Dortmund ;Germany;Bulgaria;1;4;Netherlands;Netherlands; 
1974;23.cze.74; 16:00 ;Group 4;Olympiastadion;Munich ;Germany;Argentina;4;1;Haiti;Argentina; 
1974;23.cze.74; 16:00 ;Group 3;Rheinstadion;D???Sseldorf ;Germany;Sweden;3;0;Uruguay;Sweden; 
1974;23.cze.74; 16:00 ;Group 4;Neckarstadion;Stuttgart ;Germany;Poland;2;1;Italy;Poland; 
1974;26.cze.74; 16:00 ;Group B;Rheinstadion;D???Sseldorf ;Germany;Yugoslavia;0;2;Germany FR;Germany FR; 
1974;26.cze.74; 19:30 ;Group A;Niedersachsenstadion;Hanover ;Germany;Brazil;1;0;German DR;Brazil; 
1974;26.cze.74; 19:30 ;Group A;Parkstadion;Gelsenkirchen ;Germany;Netherlands;4;0;Argentina;Netherlands; 
1974;26.cze.74; 19:30 ;Group B;Neckarstadion;Stuttgart ;Germany;Sweden;0;1;Poland;Poland; 
1974;30.cze.74; 16:00 ;Group A;Niedersachsenstadion;Hanover ;Germany;Argentina;1;2;Brazil;Brazil; 
1974;30.cze.74; 16:00 ;Group B;Waldstadion;Frankfurt/Main ;Germany;Poland;2;1;Yugoslavia;Poland; 
1974;30.cze.74; 16:00 ;Group A;Parkstadion;Gelsenkirchen ;Germany;German DR;0;2;Netherlands;Netherlands; 
1974;30.cze.74; 19:30 ;Group B;Rheinstadion;D???Sseldorf ;Germany;Germany FR;4;2;Sweden;Germany FR; 
1974;03.lip.74; 17:00 ;Group B;Waldstadion;Frankfurt/Main ;Germany;Poland;0;1;Germany FR;Germany FR; 
1974;03.lip.74; 19:30 ;Group A;Westfalenstadion;Dortmund ;Germany;Netherlands;2;0;Brazil;Netherlands; 
1974;03.lip.74; 19:30 ;Group A;Parkstadion;Gelsenkirchen ;Germany;Argentina;1;1;German DR;German DR; 
1974;03.lip.74; 19:30 ;Group B;Rheinstadion;D???Sseldorf ;Germany;Sweden;2;1;Yugoslavia;Sweden; 
1974;06.lip.74; 16:00 ;Match for third place;Olympiastadion;Munich ;Germany;Brazil;0;1;Poland;Poland; 
1974;07.lip.74; 16:00 ;Final;Olympiastadion;Munich ;Germany;Netherlands;1;2;Germany FR;Germany FR; 
1978;01.cze.78; 15:00 ;Group 2;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Germany FR;0;0;Poland;Poland; 
1978;02.cze.78; 13:45 ;Group 1;Estadio Jos??? Mar???a Minella;Mar Del Plata ;Argentina;Italy;2;1;France;Italy; 
1978;02.cze.78; 16:45 ;Group 2;Arroyito - Estadio Dr. Lisandro de la Torre;Rosario ;Argentina;Tunisia;3;1;Mexico;Tunisia; 
1978;02.cze.78; 19:15 ;Group 1;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Argentina;2;1;Hungary;Argentina; 
1978;03.cze.78; 13:45 ;Group 3;Estadio Jos??? Mar???a Minella;Mar Del Plata ;Argentina;Sweden;1;1;Brazil;Brazil; 
1978;03.cze.78; 13:45 ;Group 3;Jose Amalfitani;Buenos Aires ;Argentina;Austria;2;1;Spain;Austria; 
1978;03.cze.78; 16:45 ;Group 4;Estadio Ol???mpico Chateau Carreras;Cordoba ;Argentina;Peru;3;1;Scotland;Peru; 
1978;03.cze.78; 16:45 ;Group 4;San Martin;Mendoza ;Argentina;Netherlands;3;0;IR Iran;Netherlands; 
1978;06.cze.78; 13:45 ;Group 1;Estadio Jos??? Mar???a Minella;Mar Del Plata ;Argentina;Italy;3;1;Hungary;Italy; 
1978;06.cze.78; 16:45 ;Group 2;Arroyito - Estadio Dr. Lisandro de la Torre;Rosario ;Argentina;Poland;1;0;Tunisia;Poland; 
1978;06.cze.78; 16:45 ;Group 2;Estadio Ol???mpico Chateau Carreras;Cordoba ;Argentina;Germany FR;6;0;Mexico;Germany FR; 
1978;06.cze.78; 19:15 ;Group 1;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Argentina;2;1;France;Argentina; 
1978;07.cze.78; 13:45 ;Group 3;Estadio Jos??? Mar???a Minella;Mar Del Plata ;Argentina;Brazil;0;0;Spain;Spain; 
1978;07.cze.78; 13:45 ;Group 3;Jose Amalfitani;Buenos Aires ;Argentina;Austria;1;0;Sweden;Austria; 
1978;07.cze.78; 16:45 ;Group 4;Estadio Ol???mpico Chateau Carreras;Cordoba ;Argentina;Scotland;1;1;IR Iran;IR Iran; 
1978;07.cze.78; 16:45 ;Group 4;San Martin;Mendoza ;Argentina;Netherlands;0;0;Peru;Peru; 
1978;10.cze.78; 15:10 ;Group 1;Estadio Jos??? Mar???a Minella;Mar Del Plata ;Argentina;France;3;1;Hungary;France; 
1978;10.cze.78; 16:45 ;Group 2;Arroyito - Estadio Dr. Lisandro de la Torre;Rosario ;Argentina;Poland;3;1;Mexico;Poland; 
1978;10.cze.78; 16:45 ;Group 2;Estadio Ol???mpico Chateau Carreras;Cordoba ;Argentina;Germany FR;0;0;Tunisia;Tunisia; 
1978;10.cze.78; 19:15 ;Group 1;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Italy;1;0;Argentina;Italy; 
1978;11.cze.78; 13:45 ;Group 3;Estadio Jos??? Mar???a Minella;Mar Del Plata ;Argentina;Brazil;1;0;Austria;Brazil; 
1978;11.cze.78; 13:45 ;Group 3;Jose Amalfitani;Buenos Aires ;Argentina;Spain;1;0;Sweden;Spain; 
1978;11.cze.78; 16:45 ;Group 4;Estadio Ol???mpico Chateau Carreras;Cordoba ;Argentina;Peru;4;1;Iran;Peru; 
1978;11.cze.78; 16:45 ;Group 4;San Martin;Mendoza ;Argentina;Scotland;3;2;Netherlands;Scotland; 
1978;14.cze.78; 13:45 ;Group A;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Germany FR;0;0;Italy;Italy; 
1978;14.cze.78; 13:45 ;Group A;Estadio Ol???mpico Chateau Carreras;Cordoba ;Argentina;Netherlands;5;1;Austria;Netherlands; 
1978;14.cze.78; 16:45 ;Group B;San Martin;Mendoza ;Argentina;Brazil;3;0;Peru;Brazil; 
1978;14.cze.78; 19:15 ;Group B;Arroyito - Estadio Dr. Lisandro de la Torre;Rosario ;Argentina;Argentina;2;0;Poland;Argentina; 
1978;18.cze.78; 13:45 ;Group B;San Martin;Mendoza ;Argentina;Poland;1;0;Peru;Poland; 
1978;18.cze.78; 16:45 ;Group A;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Italy;1;0;Austria;Italy; 
1978;18.cze.78; 16:45 ;Group A;Estadio Ol???mpico Chateau Carreras;Cordoba ;Argentina;Germany FR;2;2;Netherlands;Netherlands; 
1978;18.cze.78; 19:15 ;Group B;Arroyito - Estadio Dr. Lisandro de la Torre;Rosario ;Argentina;Argentina;0;0;Brazil;Brazil; 
1978;21.cze.78; 13:45 ;Group A;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Netherlands;2;1;Italy;Netherlands; 
1978;21.cze.78; 13:45 ;Group A;Estadio Ol???mpico Chateau Carreras;Cordoba ;Argentina;Austria;3;2;Germany FR;Austria; 
1978;21.cze.78; 16:45 ;Group B;San Martin;Mendoza ;Argentina;Brazil;3;1;Poland;Brazil; 
1978;21.cze.78; 19:15 ;Group B;Arroyito - Estadio Dr. Lisandro de la Torre;Rosario ;Argentina;Argentina;6;0;Peru;Argentina; 
1978;24.cze.78; 15:00 ;Match for third place;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Brazil;2;1;Italy;Brazil; 
1978;25.cze.78; 15:00 ;Final;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Argentina;3;1;Netherlands;Argentina;Argentina win after extra time 
1982;13.cze.82; 20:00 ;Group 3;Camp Nou;Barcelona ;Spain;Argentina;0;1;Belgium;Belgium; 
1982;14.cze.82; 17:15 ;Group 1;Estadio Municipal de Bala???dos;Vigo ;Spain;Italy;0;0;Poland;Poland; 
1982;14.cze.82; 21:00 ;Group 6;Ramon Sanchez Pizjuan;Seville ;Spain;Brazil;2;1;Soviet Union;Brazil; 
1982;15.cze.82; 17:15 ;Group 1;Riazor;La Coru???A ;Spain;Peru;0;0;Cameroon;Cameroon; 
1982;15.cze.82; 21:00 ;Group 3;Nuevo Estadio;Elche ;Spain;Hungary;10;1;El Salvador;Hungary; 
1982;15.cze.82; 21:00 ;Group 6;La Rosaleda;Malaga ;Spain;Scotland;5;2;New Zealand;Scotland; 
1982;16.cze.82; 17:15 ;Group 2;El Molinon;Gijon ;Spain;Germany FR;1;2;Algeria;Algeria; 
1982;16.cze.82; 17:15 ;Group 4;San Mames;Bilbao ;Spain;England;3;1;France;England; 
1982;16.cze.82; 21:00 ;Group 5;Luis Casanova;Valencia ;Spain;Spain;1;1;Honduras;Honduras; 
1982;17.cze.82; 17:15 ;Group 2;Carlos Tartiere;Oviedo ;Spain;Chile;0;1;Austria;Austria; 
1982;17.cze.82; 17:45 ;Group 4;Jose Zorrilla;Valladolid ;Spain;Czechoslovakia;1;1;Kuwait;Kuwait; 
1982;17.cze.82; 21:00 ;Group 5;La Romareda;Zaragoza ;Spain;Yugoslavia;0;0;Northern Ireland;Northern Ireland; 
1982;18.cze.82; 17:15 ;Group 1;Estadio Municipal de Bala???dos;Vigo ;Spain;Italy;1;1;Peru;Peru; 
1982;18.cze.82; 21:00 ;Group 3;Jose Rico Perez;Alicante ;Spain;Argentina;4;1;Hungary;Argentina; 
1982;18.cze.82; 21:00 ;Group 6;Benito Villamarin;Seville ;Spain;Brazil;4;1;Scotland;Brazil; 
1982;19.cze.82; 19:15 ;Group 1;Riazor;La Coru???A ;Spain;Poland;0;0;Cameroon;Cameroon; 
1982;19.cze.82; 21:00 ;Group 3;Nuevo Estadio;Elche ;Spain;Belgium;1;0;El Salvador;Belgium; 
1982;19.cze.82; 21:00 ;Group 6;La Rosaleda;Malaga ;Spain;Soviet Union;3;0;New Zealand;Soviet Union; 
1982;20.cze.82; 17:15 ;Group 2;El Molinon;Gijon ;Spain;Germany FR;4;1;Chile;Germany FR; 
1982;20.cze.82; 17:15 ;Group 4;San Mames;Bilbao ;Spain;England;2;0;Czechoslovakia;England; 
1982;20.cze.82; 21:00 ;Group 5;Luis Casanova;Valencia ;Spain;Spain;2;1;Yugoslavia;Spain; 
1982;21.cze.82; 17:15 ;Group 2;Carlos Tartiere;Oviedo ;Spain;Algeria;0;2;Austria;Austria; 
1982;21.cze.82; 17:15 ;Group 4;Jose Zorrilla;Valladolid ;Spain;France;4;1;Kuwait;France; 
1982;21.cze.82; 21:00 ;Group 5;La Romareda;Zaragoza ;Spain;Honduras;1;1;Northern Ireland;Northern Ireland; 
1982;22.cze.82; 17:15 ;Group 1;Riazor;La Coru???A ;Spain;Poland;5;1;Peru;Poland; 
1982;22.cze.82; 21:00 ;Group 3;Nuevo Estadio;Elche ;Spain;Belgium;1;1;Hungary;Hungary; 
1982;22.cze.82; 21:00 ;Group 6;La Rosaleda;Malaga ;Spain;Soviet Union;2;2;Scotland;Scotland; 
1982;23.cze.82; 17:15 ;Group 1;Estadio Municipal de Bala???dos;Vigo ;Spain;Italy;1;1;Cameroon;Cameroon; 
1982;23.cze.82; 21:00 ;Group 3;Jose Rico Perez;Alicante ;Spain;Argentina;2;0;El Salvador;Argentina; 
1982;23.cze.82; 21:00 ;Group 6;Benito Villamarin;Seville ;Spain;Brazil;4;0;New Zealand;Brazil; 
1982;24.cze.82; 17:15 ;Group 2;Carlos Tartiere;Oviedo ;Spain;Algeria;3;2;Chile;Algeria; 
1982;24.cze.82; 17:15 ;Group 4;Jose Zorrilla;Valladolid ;Spain;France;1;1;Czechoslovakia;Czechoslovakia; 
1982;24.cze.82; 21:00 ;Group 5;La Romareda;Zaragoza ;Spain;Honduras;0;1;Yugoslavia;Yugoslavia; 
1982;25.cze.82; 17:15 ;Group 2;El Molinon;Gijon ;Spain;Germany FR;1;0;Austria;Germany FR; 
1982;25.cze.82; 17:15 ;Group 4;San Mames;Bilbao ;Spain;England;1;0;Kuwait;England; 
1982;25.cze.82; 21:00 ;Group 5;Luis Casanova;Valencia ;Spain;Northern Ireland;1;0;Spain;Northern Ireland; 
1982;28.cze.82; 17:15 ;Group 4;Vicente Calderon;Madrid ;Spain;Austria;0;1;France;France; 
1982;28.cze.82; 21:00 ;Group 1;Camp Nou;Barcelona ;Spain;Poland;3;0;Belgium;Poland; 
1982;29.cze.82; 17:15 ;Group 3;Sarria;Barcelona ;Spain;Italy;2;1;Argentina;Italy; 
1982;29.cze.82; 21:00 ;Group 2;Santiago Bernabeu;Madrid ;Spain;Germany FR;0;0;England;England; 
1982;01.lip.82; 17:15 ;Group 4;Vicente Calderon;Madrid ;Spain;Austria;2;2;Northern Ireland;Northern Ireland; 
1982;01.lip.82; 21:00 ;Group 1;Camp Nou;Barcelona ;Spain;Belgium;0;1;Soviet Union;Soviet Union; 
1982;02.lip.82; 17:15 ;Group 3;Sarria;Barcelona ;Spain;Argentina;1;3;Brazil;Brazil; 
1982;02.lip.82; 21:00 ;Group 2;Santiago Bernabeu;Madrid ;Spain;Germany FR;2;1;Spain;Germany FR; 
1982;04.lip.82; 17:15 ;Group 4;Vicente Calderon;Madrid ;Spain;France;4;1;Northern Ireland;France; 
1982;04.lip.82; 21:00 ;Group 1;Camp Nou;Barcelona ;Spain;Poland;0;0;Soviet Union;Soviet Union; 
1982;05.lip.82; 17:15 ;Group 3;Sarria;Barcelona ;Spain;Italy;3;2;Brazil;Italy; 
1982;05.lip.82; 21:00 ;Group 2;Santiago Bernabeu;Madrid ;Spain;Spain;0;0;England;England; 
1982;08.lip.82; 17:15 ;Semi-finals;Camp Nou;Barcelona ;Spain;Poland;0;2;Italy;Italy; 
1982;08.lip.82; 21:00 ;Semi-finals;Ramon Sanchez Pizjuan;Seville ;Spain;Germany FR;3;3;France;Germany FR; win on penalties (5 - 4) 
1982;10.lip.82; 20:00 ;Match for third place;Jose Rico Perez;Alicante ;Spain;Poland;3;2;France;Poland; 
1982;11.lip.82; 20:00 ;Final;Santiago Bernabeu;Madrid ;Spain;Italy;3;1;Germany FR;Italy; 
1986;31.maj.86; 12:00 ;Group A;Estadio Azteca;Mexico City ;Mexico;Bulgaria;1;1;Italy;Italy; 
1986;01.cze.86; 16:00 ;Group C;Nou Camp - Estadio Le???n;Leon ;Mexico;Canada;0;1;France;France; 
1986;01.cze.86; 12:00 ;Group D;Jalisco;Guadalajara ;Mexico;Spain;0;1;Brazil;Brazil; 
1986;02.cze.86; 12:00 ;Group C;Estadio Irapuato;Irapuato ;Mexico;Soviet Union;6;0;Hungary;Soviet Union; 
1986;02.cze.86; 12:00 ;Group A;Estadio Ol???mpico Universitario;Mexico City ;Mexico;Argentina;3;1;Korea Republic;Argentina; 
1986;02.cze.86; 16:00 ;Group F;Estadio Universitario;Monterrey ;Mexico;Morocco;0;0;Poland;Poland; 
1986;03.cze.86; 12:00 ;Group D;Tres de Marzo;Guadalajara ;Mexico;Algeria;1;1;Northern Ireland;Northern Ireland; 
1986;03.cze.86; 12:00 ;Group B;Estadio Azteca;Mexico City ;Mexico;Belgium;1;2;Mexico;Mexico; 
1986;03.cze.86; 16:00 ;Group F;Tecnologico;Monterrey ;Mexico;Portugal;1;0;England;Portugal; 
1986;04.cze.86; 12:00 ;Group B;Bombonera - Estadio Nemesio Diez;Toluca ;Mexico;Paraguay;1;0;Iraq;Paraguay; 
1986;04.cze.86; 16:00 ;Group E;Neza;Nezahualcoyotl ;Mexico;Scotland;0;1;Denmark;Denmark; 
1986;04.cze.86; 12:00 ;Group E;Estadio Corregidora;Queretaro ;Mexico;Uruguay;1;1;Germany FR;Germany FR; 
1986;05.cze.86; 12:00 ;Group A;Cuauhtemoc;Puebla ;Mexico;Italy;1;1;Argentina;Argentina; 
1986;05.cze.86; 12:00 ;Group C;Nou Camp - Estadio Le???n;Leon ;Mexico;France;1;1;Soviet Union;Soviet Union; 
1986;05.cze.86; 16:00 ;Group A;Estadio Ol???mpico Universitario;Mexico City ;Mexico;Korea Republic;1;1;Bulgaria;Bulgaria; 
1986;06.cze.86; 12:00 ;Group C;Estadio Irapuato;Irapuato ;Mexico;Hungary;2;0;Canada;Hungary; 
1986;06.cze.86; 12:00 ;Group D;Jalisco;Guadalajara ;Mexico;Brazil;1;0;Algeria;Brazil; 
1986;06.cze.86; 16:00 ;Group F;Tecnologico;Monterrey ;Mexico;England;0;0;Morocco;Morocco; 
1986;07.cze.86; 12:00 ;Group D;Tres de Marzo;Guadalajara ;Mexico;Northern Ireland;1;2;Spain;Spain; 
1986;07.cze.86; 12:00 ;Group B;Estadio Azteca;Mexico City ;Mexico;Mexico;1;1;Paraguay;Paraguay; 
1986;07.cze.86; 16:00 ;Group F;Estadio Universitario;Monterrey ;Mexico;Poland;1;0;Portugal;Poland; 
1986;08.cze.86; 12:00 ;Group B;Bombonera - Estadio Nemesio Diez;Toluca ;Mexico;Iraq;1;2;Belgium;Belgium; 
1986;08.cze.86; 16:00 ;Group E;Neza;Nezahualcoyotl ;Mexico;Denmark;6;1;Uruguay;Denmark; 
1986;08.cze.86; 12:00 ;Group E;Estadio Corregidora;Queretaro ;Mexico;Germany FR;2;1;Scotland;Germany FR; 
1986;09.cze.86; 12:00 ;Group C;Nou Camp - Estadio Le???n;Leon ;Mexico;Hungary;0;3;France;France; 
1986;09.cze.86; 12:00 ;Group C;Estadio Irapuato;Irapuato ;Mexico;Soviet Union;2;0;Canada;Soviet Union; 
1986;10.cze.86; 12:00 ;Group A;Cuauhtemoc;Puebla ;Mexico;Korea Republic;2;3;Italy;Italy; 
1986;10.cze.86; 12:00 ;Group A;Estadio Ol???mpico Universitario;Mexico City ;Mexico;Argentina;2;0;Bulgaria;Argentina; 
1986;11.cze.86; 12:00 ;Group B;Bombonera - Estadio Nemesio Diez;Toluca ;Mexico;Paraguay;2;2;Belgium;Belgium; 
1986;11.cze.86; 12:00 ;Group B;Estadio Azteca;Mexico City ;Mexico;Iraq;0;1;Mexico;Mexico; 
1986;11.cze.86; 16:00 ;Group F;Tres de Marzo;Guadalajara ;Mexico;Portugal;1;3;Morocco;Morocco; 
1986;11.cze.86; 16:00 ;Group F;Tecnologico;Monterrey ;Mexico;England;3;0;Poland;England; 
1986;12.cze.86; 12:00 ;Group D;Jalisco;Guadalajara ;Mexico;Northern Ireland;0;3;Brazil;Brazil; 
1986;12.cze.86; 12:00 ;Group D;Tecnologico;Monterrey ;Mexico;Algeria;0;3;Spain;Spain; 
1986;13.cze.86; 12:00 ;Group E;Neza;Nezahualcoyotl ;Mexico;Scotland;0;0;Uruguay;Uruguay; 
1986;13.cze.86; 12:00 ;Group E;Estadio Corregidora;Queretaro ;Mexico;Denmark;2;0;Germany FR;Denmark; 
1986;15.cze.86; 16:00 ;Round of 16;Nou Camp - Estadio Le???n;Leon ;Mexico;Soviet Union;3;4;Belgium;Belgium;Belgium win after extra time 
1986;15.cze.86; 12:00 ;Round of 16;Estadio Azteca;Mexico City ;Mexico;Mexico;2;0;Bulgaria;Mexico; 
1986;16.cze.86; 16:00 ;Round of 16;Cuauhtemoc;Puebla ;Mexico;Argentina;1;0;Uruguay;Argentina; 
1986;16.cze.86; 12:00 ;Round of 16;Jalisco;Guadalajara ;Mexico;Brazil;4;0;Poland;Brazil; 
1986;17.cze.86; 12:00 ;Round of 16;Estadio Ol???mpico Universitario;Mexico City ;Mexico;Italy;0;2;France;France; 
1986;17.cze.86; 16:00 ;Round of 16;Estadio Universitario;Monterrey ;Mexico;Morocco;0;1;Germany FR;Germany FR; 
1986;18.cze.86; 12:00 ;Round of 16;Estadio Azteca;Mexico City ;Mexico;England;3;0;Paraguay;England; 
1986;18.cze.86; 16:00 ;Round of 16;Estadio Corregidora;Queretaro ;Mexico;Denmark;1;5;Spain;Spain; 
1986;21.cze.86; 12:00 ;Quarter-finals;Jalisco;Guadalajara ;Mexico;Brazil;1;1;France;France;France win on penalties (3 - 4) 
1986;21.cze.86; 16:00 ;Quarter-finals;Estadio Universitario;Monterrey ;Mexico;Germany FR;0;0;Mexico;Germany FR;Germany FR win on penalties (4 - 1) 
1986;22.cze.86; 16:00 ;Quarter-finals;Cuauhtemoc;Puebla ;Mexico;Spain;1;1;Belgium;Belgium;Belgium win on penalties (4 - 5) 
1986;22.cze.86; 12:00 ;Quarter-finals;Estadio Azteca;Mexico City ;Mexico;Argentina;2;1;England;Argentina; 
1986;25.cze.86; 12:00 ;Semi-finals;Jalisco;Guadalajara ;Mexico;France;0;2;Germany FR;Germany FR; 
1986;25.cze.86; 16:00 ;Semi-finals;Estadio Azteca;Mexico City ;Mexico;Argentina;2;0;Belgium;Argentina; 
1986;28.cze.86; 12:00 ;Match for third place;Cuauhtemoc;Puebla ;Mexico;France;4;2;Belgium;France;France win after extra time 
1986;29.cze.86; 12:00 ;Final;Estadio Azteca;Mexico City ;Mexico;Argentina;3;2;Germany FR;Argentina; 
1990;08.cze.90; 18:00 ;Group B;Giuseppe Meazza;Milan ;Italy;Argentina;0;1;Cameroon;Cameroon; 
1990;09.cze.90; 17:00 ;Group B;Stadio San Nicola;Bari ;Italy;Soviet Union;0;2;Romania;Romania; 
1990;09.cze.90; 17:00 ;Group D;Renato Dall Ara;Bologna ;Italy;United Arab Emirates;0;2;Colombia;Colombia; 
1990;09.cze.90; 21:00 ;Group A;Stadio Olimpico;Rome ;Italy;Italy;1;0;Austria;Italy; 
1990;10.cze.90; 17:00 ;Group A;Comunale;Florence ;Italy;USA;1;5;Czechoslovakia;Czechoslovakia; 
1990;10.cze.90; 21:00 ;Group C;Stadio delle Alpi;Turin ;Italy;Brazil;2;1;Sweden;Brazil; 
1990;10.cze.90; 21:00 ;Group D;Giuseppe Meazza;Milan ;Italy;Germany FR;4;1;Yugoslavia;Germany FR; 
1990;11.cze.90; 17:00 ;Group C;Luigi Ferraris;Genoa ;Italy;Costa Rica;1;0;Scotland;Costa Rica; 
1990;11.cze.90; 21:00 ;Group F;Sant Elia;Cagliari ;Italy;England;1;1;Republic of Ireland;Republic of Ireland; 
1990;12.cze.90; 17:00 ;Group E;Marc Antonio Bentegodi;Verona ;Italy;Belgium;2;0;Korea Republic;Belgium; 
1990;12.cze.90; 21:00 ;Group F;Della Favorita;Palermo ;Italy;Netherlands;1;1;Egypt;Egypt; 
1990;13.cze.90; 17:00 ;Group E;Dacia Arena;Udine ;Italy;Uruguay;0;0;Spain;Spain; 
1990;13.cze.90; 21:00 ;Group B;San Paolo;Naples ;Italy;Argentina;2;0;Soviet Union;Argentina; 
1990;14.cze.90; 17:00 ;Group B;Stadio San Nicola;Bari ;Italy;Cameroon;2;1;Romania;Cameroon; 
